IdIngredient;IngredientNameEN;IngredientNameFR;IngredientSynonymEN;IngredientSynonymFR;CategoryEN;CategoryFR;ContituentIngredientsEN;ContituentIngredientsFR;IngredientPrice
222;Blackberry;Mûre;blackberry;mûre;Fruit;Fruit;Blackberry;Mûre;0.712367106
223;Blueberry;Myrtille;blueberry;myrtille;Fruit;Fruit;Blueberry;Myrtille;1.165343051
224;Cherry;Cerise;cherry;cerise;Fruit;Fruit;Cherry;Cerise;1.647417003
225;Bitter Cherry;Cerise amère;cherry-choke, cherry-bitter;cerise-framboise, cerise-amère;Fruit;Fruit;Bitter Cherry;Cerise amère;0.943110688
226;Sour Cherry;Cerise acide;cherry-morello, cherry-sour;cerise-morello, cerise-aigre;Fruit;Fruit;Sour Cherry;Cerise acide;1.3726952
227;Sweet Cherry;Cerise douce;cherry-sweet, cherry-wild;cerise-sucrée, cerise-sauvage;Fruit;Fruit;Sweet Cherry;Cerise douce;1.380317022
228;Cloudberry;Myrtille;cloudberry;mûre des marais;Fruit;Fruit;Cloudberry;Myrtille;1.196608076
229;Cranberry;Canneberge;cranberry;canneberge;Fruit;Fruit;Cranberry;Canneberge;0.974738109
230;Gooseberry;Groseille à maquereau;gooseberry;groseille à maquereau;Fruit;Fruit;Gooseberry;Groseille à maquereau;1.177190582
231;Lingonberry;Lingonberry;lingonberry;airelle rouge;Fruit;Fruit;Lingonberry;Lingonberry;0.751323327
232;Loganberry;Mûre de ronce;loganberry;mûre de Logan;Fruit;Fruit;Loganberry;Mûre de ronce;0.785354551
233;Raspberry;Framboise;raspberry;framboise;Fruit;Fruit;Raspberry;Framboise;1.074244853
234;Strawberry;Fraise;strawberry;fraise;Fruit;Fruit;Strawberry;Fraise;1.426402534
235;Strawberry Jam;Confiture de fraises;strawberry-jam;confiture de fraises;Fruit;Fruit;Strawberry Jam;Confiture de fraises;1.264932381
236;Bergamot;Bergamote;bergamot;bergamote;Fruit;Fruit;Bergamot;Bergamote;1.538766114
237;Citrus Fruits;Agrumes;citrus;agrume;Fruit;Fruit;Citrus Fruits;Agrumes;1.651588465
238;Grapefruit;Pamplemousse;grapefruit;pamplemousse;Fruit;Fruit;Grapefruit;Pamplemousse;1.658402328
239;Kumquat;Kumquat;kumquat;kumquat;Fruit;Fruit;Kumquat;Kumquat;1.052893549
240;Lemon;Citron;lemon;citron;Fruit;Fruit;Lemon;Citron;1.993121996
241;Lime;Citron vert;lime;citron vert;Fruit;Fruit;Lime;Citron vert;0.62693034
242;Mandarin Orange;Mandarine Orange;mandarin;mandarine;Fruit;Fruit;Mandarin Orange;Mandarine Orange;1.232153956
243;Satsuma Orange;Orange Satsuma;mandarin-satsuma;mandarine-satsuma;Fruit;Fruit;Satsuma Orange;Orange Satsuma;1.820391367
244;Tangerine;Mandarine;tangerine;mandarine;Fruit;Fruit;Tangerine;Mandarine;0.885437822
245;Vanilla;Vanille;vanilla;vanille;Fruit;Fruit;Vanilla;Vanille;1.801943899
246;Mushroom;Champignon;mushroom, porcini;champignon, porcini;Fungus;champignon;Mushroom;Champignon;1.24054665
247;Truffle;Truffe;truffle;truffe;Fungus;champignon;Truffle;Truffe;2.551507548
248;Angelica;Angélique;angelica;angélique;Herb;Herbe;Angelica;Angélique;0.739900326
249;Artemisia;Artemisia;artemisia;artemisia;Herb;Herbe;Artemisia;Artemisia;0.98712827
250;Basil;Basilic;basil;basilic;Herb;Herbe;Basil;Basilic;0.62063329
251;Buckwheat;Sarrasin;buckwheat;sarrasin;Herb;Herbe;Buckwheat;Sarrasin;0.783897637
252;Calamus;Calamus;calamus;calamus;Herb;Herbe;Calamus;Calamus;0.871199953
253;Chervil;Cerfeuil;chervil;cerfeuil;Herb;Herbe;Chervil;Cerfeuil;0.650440034
254;Coriander;Coriandre;coriander, cilantro;coriandre, cilantro;Herb;Herbe;Coriander;Coriandre;0.840316782
255;Cornmint;Millepertuis;cornmint;menthe des champs;Herb;Herbe;Cornmint;Millepertuis;0.529402752
256;Dill;Aneth;dill;aneth;Herb;Herbe;Dill;Aneth;0.939810744
257;Fennel;Fenouil;fennel;fenouil;Herb;Herbe;Fennel;Fenouil;0.720680774
258;Fenugreek;Fenugrec;fenugreek, methi;fenugrec, methi;Herb;Herbe;Fenugreek;Fenugrec;0.545374071
259;Garlic;Ail;garlic;ail;Herb;Herbe;Garlic;Ail;0.721982084
260;Lemon Balm;Mélisse;lemon-balm;citron-balme;Herb;Herbe;Lemon Balm;Mélisse;0.985619359
261;Liqourice;Liqourice;liquorice;réglisse;Herb;Herbe;Liqourice;Liqourice;0.841417871
262;Mint;Menthe;mint;menthe;Herb;Herbe;Mint;Menthe;0.81907031
263;Rhubarb;Rhubarbe;rhubarb;rhubarbe;Herb;Herbe;Rhubarb;Rhubarbe;0.856312265
264;Rosemary;Romarin;rosemary;romarin;Herb;Herbe;Rosemary;Romarin;0.941171834
265;Sage;Sauge;sage;sauge;Herb;Herbe;Sage;Sauge;0.712637445
266;Spearmint;Menthe verte;spearmint-oil;huile de menthe verte;Herb;Herbe;Spearmint;Menthe verte;0.56338219
267;Scotch Spearmint;Menthe verte écossaise;spearmint-scotch;spearmint-scotch;Herb;Herbe;Scotch Spearmint;Menthe verte écossaise;0.713136624
268;Tarragon;Estragon;tarragon;estragon;Herb;Herbe;Tarragon;Estragon;0.943935816
269;Thyme;Thym;thyme;thym;Herb;Herbe;Thyme;Thym;0.847805765
270;Beef;Bœuf;beef, steak, veal, sirloin;bœuf, steak, veau, aloyau;Meat;Viande;Beef;Bœuf;10.51560386
271;Beef Processed;Bœuf transformé;beef-processed;bœuf transformé;Meat;Viande;Beef Processed;Bœuf transformé;6.354002748
272;Chicken;Poulet;chicken;poulet;Meat;Viande;Chicken;Poulet;7.382218814
273;Frankfurter Sausage;Saucisse de Francfort;frankfurter-sausage;saucisse de Francfort;Dish;Plat;Frankfurter Sausage;Saucisse de Francfort;4.497654688
274;Ham;Jambon;ham;jambon;Meat;Viande;Ham;Jambon;11.0957279
275;Lamb;Agneau;lamb, keema;agneau, keema;Meat;Viande;Lamb;Agneau;11.22034454
276;Meat;Viande;meat;viande;Meat;Viande;Meat;Viande;7.546027185
277;Mutton;Mouton;mutton;mouton;Meat;Viande;Mutton;Mouton;3.535582148
278;Pork;Porc;pork, pig, bacon;porc, cochon, lard;Meat;Viande;Pork;Porc;4.138219684
279;Sukiyaki;Sukiyaki;sukiyaki;sukiyaki;Meat;Viande;Sukiyaki;Sukiyaki;7.488375789
280;Turkey;Dinde;turkey;dinde;Meat;Viande;Turkey;Dinde;8.094333045
281;Almond;Amande;almond;amande;Nuts & Seed;Noix et graines;Almond;Amande;2.824560779
282;Brazil Nut;Noix du Brésil;brazil-nut;brésilien-noisette;Nuts & Seed;Noix et graines;Brazil Nut;Noix du Brésil;3.36065753
283;Cocoa;Cacao;cocoa;cacao;Nuts & Seed;Noix et graines;Cocoa;Cacao;2.081927173
284;Beans;Haricots;bean;haricot;Legume;Légumineuse;Beans;Haricots;1.468734294
285;Lima Beans;Haricot de Lima;bean-lima, bean-sieve, butter-bean;haricot-lima, haricot-maïs, haricot-beurre;Legume;Légumineuse;Lima Beans;Haricot de Lima;1.999141837
286;Kidney Beans;Haricots rouges;bean-kidney, bean-red, bean-red-kidney, rajma;haricot-rognon, haricot-rouge, haricot-rouge-rognon, rajma;Legume;Légumineuse;Kidney Beans;Haricots rouges;0.799459396
287;Peanut;Cacahuète;peanut;arachide;Nuts & Seed;Noix et graines;Peanut;Cacahuète;3.377718838
288;Peas;Pois;pea;pois;Legume;Légumineuse;Peas;Pois;1.78737308
289;Soybean;Soja;soy-bean, soya-bean;soja-haricot, soja-haricot;Legume;Légumineuse;Soybean;Soja;0.982154963
290;Soybean Oil;Huile de soja;soy-bean-oil, soya-bean-oil;soja-huile de soja, soja-huile de soja;Legume;Légumineuse;Soybean Oil;Huile de soja;0.611768767
291;Soybean Sauce;Sauce de soja;soy-bean-sauce, soya-bean-sauce, soy-sauce, soya-sauce;soja-sauce de soja, soja-sauce de soja, soja-sauce de soja, soja-sauce de soja;Plant;Plante;Soybean Sauce;Sauce de soja;1.386308813
292;Filbert;Filbert;filbert;aveline;Nuts & Seed;Noix et graines;Filbert;Filbert;1.419172205
293;Hazelnut;Noisette;hazel-nut;noisetier-noisette;Nuts & Seed;Noix et graines;Hazelnut;Noisette;3.065390657
294;Macadamia Nut;Noix de Macadamia;macadamia-nut, bush-nut, hawaii-nut;macadamia-noisette, brousse-noisette, hawaii-noisette;Nuts & Seed;Noix et graines;Macadamia Nut;Noix de Macadamia;3.860863925
296;Pecans;Noix de pécan;pecan;noix de pécan;Nuts & Seed;Noix et graines;Pecans;Noix de pécan;2.044511256
297;Walnut;Noix;walnut;noix;Nuts & Seed;Noix et graines;Walnut;Noix;2.172924832
298;Muskmallow;Mousseron;musk-mallow;musc-mallow;Nuts & Seed;Noix et graines;Muskmallow;Mousseron;3.719531643
299;Sesame;Sésame;sesame;sésame;Nuts & Seed;Noix et graines;Sesame;Sésame;1.05891001
300;Allium;Allium;allium;allium;Plant;Plante;Allium;Allium;2.232039327
301;Alpinia;Alpinia;alpinia;alpinia;Plant;Plante;Alpinia;Alpinia;1.141424849
302;Ceriman;Ceriman;ceriman;ceriman;Plant;Plante;Ceriman;Ceriman;1.928817197
303;Chicory;Chicorée;chicory;chicorée;Plant;Plante;Chicory;Chicorée;2.571969219
304;Hops;Houblon;hops;houblon;Plant;Plante;Hops;Houblon;1.133184503
305;Laurel;Laurier;bay-laurel, bay-leaf;baie-laurel, baie-feuille;Plant;Plante;Laurel;Laurier;2.107853826
306;Myrtle;Myrte;myrtle;myrte;Plant;Plante;Myrtle;Myrte;2.080794959
307;Olive;Olive;olive;olive;Plant;Plante;Olive;Olive;2.929219224
308;Pine;Pin;pine;pin;Plant;Plante;Pine;Pin;1.436232488
309;Sassafras;Sassafras;sassafras;sassafras;Plant;Plante;Sassafras;Sassafras;2.450960009
310;Tea;Thé;tea;thé;Plant;Plante;Tea;Thé;1.989363177
311;Fermented Tea;Thé fermenté;tea-fermented;thé fermenté;Plant;Plante;Fermented Tea;Thé fermenté;2.233530312
312;Tobacco;Tabac;tobacco;tabac;Plant;Plante;Tobacco;Tabac;2.47406503
313;Watercress;Cresson;watercress;cresson;Plant;Plante;Watercress;Cresson;2.098831707
314;Creosote;Créosote;creosote;créosote;Plant;Plante;Creosote;Créosote;2.694914693
315;Honey;Miel;honey;miel;Plant;Plante;Honey;Miel;1.586628519
316;Macaroni;Macaroni;macaroni;macaroni;Plant;Plante;Macaroni;Macaroni;1.415514025
317;Mustard Oil;Huile de moutarde;mustard-oil;huile de moutarde;Plant;Plante;Mustard Oil;Huile de moutarde;1.34008433
318;Peanut Butter;Beurre d'arachide;peanut-butter;cacahuète-beurre;Plant;Plante;Peanut Butter;Beurre d'arachide;1.171702899
319;Peanut Oil;Huile d'arachide;peanut-oil;huile d'arachide;Plant;Plante;Peanut Oil;Huile d'arachide;0.853816146
320;Rye;Seigle;rye;seigle;Cereal;Céréales;Rye;Seigle;3.003317314
321;Storax;Storax;storax;storax;Plant;Plante;Storax;Storax;0.877479406
322;Vinegar;Vinaigre;vinegar;vinaigre;Plant;Plante;Vinegar;Vinaigre;2.417324319
323;Anise;Anis;anise, saunf;anis, saunf;Spice;Épice;Anise;Anis;1.150841837
324;Anise Hyssop;Anis hysope;anise-hyssop;anis-hysope;Spice;Épice;Anise Hyssop;Anis hysope;0.59586352
325;Star Anise;Anis étoilé;anise-star;anis étoilé;Spice;Épice;Star Anise;Anis étoilé;1.426851104
326;Caraway;Carvi;caraway;carvi;Spice;Épice;Caraway;Carvi;0.665505095
327;Cardamom;Cardamome;cardamom, cardamon;cardamome, cardamone;Spice;Épice;Cardamom;Cardamome;1.377451745
328;Cassia;Cassia;cassia;cassia;Spice;Épice;Cassia;Cassia;1.235381485
329;Celery;Céleri;celery;céleri;Spice;Épice;Celery;Céleri;1.363909082
330;Cinnamon;Cannelle;cinnamon;cannelle;Spice;Épice;Cinnamon;Cannelle;1.429941846
331;Clove;Clou de girofle;clove;clou de girofle;Spice;Épice;Clove;Clou de girofle;1.077392885
332;Cumin;Cumin;cumin, jeera;cumin, jeera;Spice;Épice;Cumin;Cumin;1.059475891
333;Ginger;Gingembre;ginger;gingembre;Spice;Épice;Ginger;Gingembre;0.986424797
334;Mace;Macis;mace;macis;Spice;Épice;Mace;Macis;1.048162836
335;Marjoram;Marjolaine;marjoram;marjolaine;Spice;Épice;Marjoram;Marjolaine;1.036210652
336;Nutmeg;Noix de muscade;nutmeg;noix de muscade;Spice;Épice;Nutmeg;Noix de muscade;1.107730505
337;Oregano;Origan;oregano;origan;Spice;Épice;Oregano;Origan;1.072882934
338;Parsley;Persil;parsley;persil;Spice;Épice;Parsley;Persil;0.592520099
339;Pepper;Poivre;pepper, kaali-mirch;poivre, kaali-mirch;Spice;Épice;Pepper;Poivre;0.849296694
340;Saffron;Safran;saffron;safran;Spice;Épice;Saffron;Safran;0.509589507
341;Turmeric;Curcuma;turmeric, tumeric;curcuma, tumeric;Spice;Épice;Turmeric;Curcuma;0.539680908
342;Green Beans;Haricots verts;bean-green, bean-field, bean-flageolet, bean-french, bean-garden, bean-haricot, bean-string, bean-snap;haricot vert, champ de haricots, haricot-flageolet, haricot-français, jardin de haricots, haricot-haricot, haricot-corde, haricot-fraise;Vegetable;Légume;Green Beans;Haricots verts;1.706897137
343;Chive;Ciboulette;chive;ciboulette;Vegetable;Légume;Chive;Ciboulette;1.626077811
344;Endive;Endive;endive;endive;Vegetable;Légume;Endive;Endive;0.564689353
345;Leek;Poireau;leek;poireau;Vegetable;Légume;Leek;Poireau;0.693437986
346;Lettuce;Laitue;lettuce;laitue;Vegetable;Légume;Lettuce;Laitue;0.637068933
347;Okra;Gombo;okra, bhindi, lady-finger;okra, bhindi, lady-finger;Vegetable;Légume;Okra;Gombo;0.901118124
348;Onion;Oignon;onion;oignon;Vegetable;Légume;Onion;Oignon;1.8204442
349;Shallot;Échalote;shallot;échalote;Vegetable;Légume;Shallot;Échalote;1.294298737
350;Peppermint;Menthe poivrée;peppermint;menthe poivrée;Herb;Herbe;Peppermint;Menthe poivrée;0.849752431
351;Broccoli;Brocoli;broccoli, broccolini;brocoli, broccolini;Vegetable;Légume;Broccoli;Brocoli;1.953987835
352;Brussels Sprout;Chou de Bruxelles;brussels-sprout;chou de Bruxelles;Vegetable;Légume;Brussels Sprout;Chou de Bruxelles;1.523610306
353;Cabbage;Chou;cabbage;chou;Vegetable;Légume;Cabbage;Chou;1.782900646
354;Cauliflower;Chou-fleur;cauliflower;chou-fleur;Vegetable;Légume;Cauliflower;Chou-fleur;1.672521587
355;Horseradish;Raifort;horseradish;raifort;Vegetable;Légume;Horseradish;Raifort;1.402830206
356;Mustard;Moutarde;mustard;moutarde;Vegetable;Légume;Mustard;Moutarde;1.800944694
357;Radish;Radis;radish, daikon, mooli;radis, daikon, mooli;Vegetable;Légume;Radish;Radis;0.90446658
358;Turnip;Navet;turnip;navet;Vegetable;Légume;Turnip;Navet;1.41437748
359;Kohlrabi;Chou-rave;kohlrabi;chou-rave;Vegetable;Légume;Kohlrabi;Chou-rave;1.295311547
360;Rutabaga;Rutabaga;rutabaga;rutabaga;Vegetable;Légume;Rutabaga;Rutabaga;1.620917468
361;Wasabi;Wasabi;wasabi;wasabi;Vegetable;Légume;Wasabi;Wasabi;1.84237654
362;Capsicum;Capsicum;capsicum, paprika, pepper-bell, pepper-sweet;poivron, paprika, poivre en cloche, poivre doux;Vegetable;Légume;Capsicum;Capsicum;1.389697606
363;Cherry Pepper;Poivron cerise;pimiento, cherry-pepper;pimiento, cerise-poivre;Vegetable;Légume;Cherry Pepper;Poivron cerise;0.872436242
364;Tomato;Tomate;tomato;tomate;Vegetable;Légume;Tomato;Tomate;1.170109605
365;Chayote;Chayotte;chayote;chayotte;Vegetable;Légume;Chayote;Chayotte;1.587526062
366;Cucumber;Concombre;cucumber;concombre;Vegetable;Légume;Cucumber;Concombre;0.672854222
367;Beetroot;Betterave rouge;beetroot, beet;betterave, betterave;Vegetable;Légume;Beetroot;Betterave rouge;1.454444367
368;Carrot;Carotte;carrot;carotte;Vegetable;Légume;Carrot;Carotte;1.323732844
369;Parsnip;Panais;parsnip;panais;Vegetable;Légume;Parsnip;Panais;0.651352924
370;Sweet Potato;Patate douce;potato-sweet;pomme de terre douce;Vegetable;Légume;Sweet Potato;Patate douce;1.148329762
371;Asparagus;Asperge;asparagus;asperge;Vegetable;Légume;Asparagus;Asperge;1.460120488
372;Cassava;Manioc;cassava;manioc;Vegetable;Légume;Cassava;Manioc;1.6249656
373;Potato;Pomme de terre;potato;pomme de terre;Vegetable;Légume;Potato;Pomme de terre;0.974239298
374;Fried Potato;Pommes de terre frites;potato-fried;pomme de terre-frite;Bakery;Boulangerie;Fried Potato;Pommes de terre frites;2.723345091
375;Allspice;Piment de la Jamaïque;allspice, pimenta, myrtle-pepper;piment de la Jamaïque, pimenta, myrte-poivre;Spice;Épice;Allspice;Piment de la Jamaïque;1.01733795
376;Asafoetida;Asafoetida;asafoetida, asafetida, hing, asant;asafoetida, asafetida, hing, asant;Spice;Épice;Asafoetida;Asafoetida;1.05966556
377;Ashgourd;Courge cendrée;ash-gourd, white-gourd;cendre-courgeoise, blanc-courgeoise;Vegetable;Légume;Ashgourd;Courge cendrée;0.524016567
378;Bittergourd;Courge amère;bitter-gourd, squash-bitter;amer-courgeoise, amer de courge;Vegetable;Légume;Bittergourd;Courge amère;1.010899989
379;Bottlegourd;Gourmandise;bottle-gourd;bouteille-courgeoise;Vegetable;Légume;Bottlegourd;Gourmandise;0.593050869
380;Canola Oil;Huile de canola;canola-oil;huile de canola;Essential Oil;Huile essentielle;Canola Oil;Huile de canola;3.881841448
381;Carom Seed;Graine de carome;carom seed, ajwain;graine de carome, ajwain;Spice;Épice;Carom Seed;Graine de carome;0.612084771
382;Chard;Bette à carde;chard;blette;Vegetable;Légume;Chard;Bette à carde;1.827485869
383;Apple Cider Vinegar;Vinaigre de cidre de pomme;vinegar-cider, cider-vinegar;vinaigre-cidre, cidre-vinaigre;Plant;Plante;Apple Cider Vinegar;Vinaigre de cidre de pomme;2.368972316
384;Colocasia;Colocasia;colocasia;colocasia;Vegetable;Légume;Colocasia;Colocasia;1.743044139
385;Curry Leaf;Feuille de curry;curry-leaf;curry-feuille;Herb;Herbe;Curry Leaf;Feuille de curry;0.805455684
386;Drumstick Leaf;Feuille de pilon;drumstick-leaf;feuille de pilon;Vegetable;Légume;Drumstick Leaf;Feuille de pilon;1.60136662
387;Eggplant;Aubergine;eggplant, aubergine, brinjal;aubergine, aubergine, brinjal;Vegetable;Légume;Eggplant;Aubergine;0.811829704
388;Flaxseed;Graine de lin;flax-seed;lin-graine;Nuts & Seed;Noix et graines;Flaxseed;Graine de lin;3.702258351
389;Jalapeno;Jalapeno;jalapeno;jalapeno;Spice;Épice;Jalapeno;Jalapeno;0.994366323
390;Kenaf;Kenaf;kenaf;kenaf;Essential Oil;Huile essentielle;Kenaf;Kenaf;3.792513924
391;Lotus;Lotus;lotus;lotus;Essential Oil;Huile essentielle;Lotus;Lotus;4.866681414
392;Nigella Seed;Graine de Nigelle;nigella-seed, kalonji;graine de nigelle, kalonji;Nuts & Seed;Noix et graines;Nigella Seed;Graine de Nigelle;1.771875406
393;Kewda;Kewda;kewda, kewra;kewda, kewra;Essential Oil;Huile essentielle;Kewda;Kewda;5.323752108
394;Pomegranate;Grenade;pomegranate, anaardana;grenade, anaardana;Fruit;Fruit;Pomegranate;Grenade;0.700822712
395;Poppy Seed;Graine de pavot;poppy-seed;coquelicot, graine;Spice;Épice;Poppy Seed;Graine de pavot;0.688023299
396;Spinach;Epinards;spinach, palak;épinard, palak;Vegetable;Légume;Spinach;Epinards;1.972962735
397;Turkey Berry;Baie de dinde;turkey-berry;dinde-berry;Vegetable;Légume;Turkey Berry;Baie de dinde;1.142692596
398;Water Chestnut;Châtaigne d'eau;water-chestnut, water-caltrop;eau-châtaigne, eau-caltrop;Fruit;Fruit;Water Chestnut;Châtaigne d'eau;1.896238682
399;White Pepper;Poivre blanc;pepper-white;poivre blanc;Spice;Épice;White Pepper;Poivre blanc;1.327102216
400;Garcinia Indica;Garcinia Indica;kokum, garnicia-indica;kokum, garnicia-indica;Fruit;Fruit;Garcinia Indica;Garcinia Indica;1.310269794
401;Cluster Bean;Haricot à grappes;bean-cluster, bean-guar;haricot-cluster, haricot-guar;Legume;Légumineuse;Cluster Bean;Haricot à grappes;0.629656406
402;Paneer;Paneer;paneer;paneer;Dairy;Produits laitiers;Paneer;Paneer;4.029806545
403;Pigeon Pea;Pois d'Angole;pea-pigeon, arhar, pea-no-eye, dal-toor, red-gram;pois-pigeon, arhar, pois-no-oeil, dal-toor, rouge-gramme;Legume;Légumineuse;Pigeon Pea;Pois d'Angole;0.795660042
404;Basmati Rice;Riz Basmati;basmati;basmati;Cereal;Céréales;Basmati Rice;Riz Basmati;2.606756582
405;Ricotta Cheese;Fromage Ricotta;cheese-ricotta;fromage-ricotta;Dairy;Produits laitiers;Ricotta Cheese;Fromage Ricotta;3.080440767
408;Silver linden;Tilleul argenté;linden-silver;tilleul-argenté;Herb;Herbe;Silver linden;Tilleul argenté;0.701288084
409;Redskin onion;Oignon à peau rouge;onion-red-skin, onion-red;oignon-rouge-peau, oignon-rouge;Vegetable;Légume;Redskin onion;Oignon à peau rouge;0.585159028
410;Lemon verbena;Verveine citronnée;verbena-lemon;verveine-citron;Herb;Herbe;Lemon verbena;Verveine citronnée;0.868282306
411;Cashew nut;Noix de cajou;cashew, cashew-nut;noix de cajou, noix de cajou-noix;Nuts & Seed;Noix et graines;Cashew nut;Noix de cajou;2.260393331
412;Burdock;Bardane;burdock;bardane;Vegetable;Légume;Burdock;Bardane;0.838015024
413;Borage;Bourrache;borage;bourrache;Herb;Herbe;Borage;Bourrache;0.554350237
414;Capers;Câpres;caper;câpre;Herb;Herbe;Capers;Câpres;0.572619331
415;Safflower;Carthame;saf-flower;saf-fleur;Herb;Herbe;Safflower;Carthame;0.802199554
416;Chestnut;Châtaigne;chestnut;châtaigne;Nuts & Seed;Noix et graines;Chestnut;Châtaigne;1.992692984
417;Chickpea;Pois chiche;pea-chick, besan, chickpea, kabuli chana, kala chana, garbanzo;pois chiche, besan, pois chiche, kabuli chana, kala chana, garbanzo;Legume;Légumineuse;Chickpea;Pois chiche;0.988495445
418;Pummelo;Pummelo;pummelo;pummelo;Fruit;Fruit;Pummelo;Pummelo;0.641322637
419;Arabica coffee;Café Arabica;coffee-arabica;café-arabica;Beverage;Boisson;Arabica coffee;Café Arabica;0.950930743
421;Japanese persimmon;Kaki japonais;persimmon-japanese;kaki-japonais;Fruit;Fruit;Japanese persimmon;Kaki japonais;0.709811356
422;Black crowberry;Corneille noire;crowberry-black;camarine noire;Fruit;Fruit;Black crowberry;Corneille noire;1.412274058
423;Rocket salad;Salade de roquette;salad-rocket;salade-racine;Herb;Herbe;Rocket salad;Salade de roquette;0.503286554
424;Tartary buckwheat;Sarrasin de Tartarie;buckwheat-tartary;sarrasin-tartare;Cereal;Céréales;Tartary buckwheat;Sarrasin de Tartarie;3.154213707
425;Black huckleberry;Myrtille noire;huckleberry-black;myrtille-noire;Fruit;Fruit;Black huckleberry;Myrtille noire;1.903303185
426;Sunflower;Tournesol;sunflower;tournesol;Flower;Fleur;Sunflower;Tournesol;0.873720736
427;Swamp cabbage;Chou des marais;cabbage-swamp;chou-champignon;Vegetable;Légume;Swamp cabbage;Chou des marais;0.815181891
428;Grass pea;Pois de senteur;pea-grass;pois-herbe;Legume;Légumineuse;Grass pea;Pois de senteur;1.364622153
429;Lentils;Lentilles;lentil;lentille;Legume;Légumineuse;Lentils;Lentilles;1.639180186
430;Garden cress;Cresson de jardin;cress;cresson;Herb;Herbe;Garden cress;Cresson de jardin;0.668004008
431;Mexican oregano;Origan mexicain;oregano-mexican;oregano-mexicain;Herb;Herbe;Mexican oregano;Origan mexicain;0.580832814
432;Lupine;Lupin;lupine;lupin;Plant;Plante;Lupine;Lupin;2.084616451
433;Medlar;Mèfle;medlar;néflier;Fruit;Fruit;Medlar;Mèfle;1.351703471
434;Mulberry;Mûrier;mulberry;mûrier;Fruit;Fruit;Mulberry;Mûrier;1.866252205
435;Black mulberry;Mûrier noir;mulberry-black;mûrier-noir;Fruit;Fruit;Black mulberry;Mûrier noir;1.497748961
436;Evening primrose;Onagre;primrose;primevère;Herb;Herbe;Evening primrose;Onagre;0.969533169
437;Millet;Millet;millet;millet;Legume;Légumineuse;Millet;Millet;0.569785376
438;Scarlet bean;Haricot écarlate;bean-scarlet;haricot-scarlette;Legume;Légumineuse;Scarlet bean;Haricot écarlate;0.772861175
439;Pistachio;Pistachier;pistachio;pistache;Nuts & Seed;Noix et graines;Pistachio;Pistachier;1.876339758
440;Purslane;Pourpier;purslane;pourpier;Plant;Plante;Purslane;Pourpier;1.186099233
441;Red raspberry;Framboise rouge;raspberry-red;framboise-rouge;Fruit;Fruit;Red raspberry;Framboise rouge;1.837881681
442;Black raspberry;Framboise noire;raspberry-black;framboise-noire;Fruit;Fruit;Black raspberry;Framboise noire;1.775283959
443;Sorrel;Oseille;sorrel;oseille;Herb;Herbe;Sorrel;Oseille;0.871133502
444;Summer savory;Sariette d'été;savory-summer;sarriette-été;Herb;Herbe;Summer savory;Sariette d'été;0.573521602
445;Winter savory;Sarriette d'hiver;savory-winter;sarriette-hiver;Herb;Herbe;Winter savory;Sarriette d'hiver;0.500564278
446;Cherry tomato;Tomate cerise;cherry-tomato;cerise-tomate;Fruit;Fruit;Cherry tomato;Tomate cerise;1.04124772
447;Rowanberry;Rowanberry;rowan-berry;sorbier-mûre;Fruit;Fruit;Rowanberry;Rowanberry;1.024500983
448;Sorghum;Sorgho;sorghum;sorgho;Cereal;Céréales;Sorghum;Sorgho;2.591788144
449;Dandelion;Pissenlit;dandelion;pissenlit;Flower;Fleur;Dandelion;Pissenlit;0.804573299
450;Linden;Tilleul;linden;tilleul;Herb;Herbe;Linden;Tilleul;0.996571184
451;Small leaf linden;Tilleul à petites feuilles;linden-leaf;feuille de tilleul;Plant;Plante;Small leaf linden;Tilleul à petites feuilles;1.832104513
452;Wheat;Blé;wheat;blé;Cereal;Céréales;Wheat;Blé;2.527668911
453;Sparkleberry;Amélanchier;sparkleberry;fraise des bois;Fruit;Fruit;Sparkleberry;Amélanchier;0.585596923
454;Common verbena;Verveine commune;vverbena, vervain;verveine, verveine;Herb;Herbe;Common verbena;Verveine commune;0.653644238
455;Adzuki bean;Haricot Adzuki;bean-adzuki;haricot-adzuki;Legume;Légumineuse;Adzuki bean;Haricot Adzuki;0.791527193
456;Gram bean;Haricot Gram;bean-gram;haricot-gramme;Legume;Légumineuse;Gram bean;Haricot Gram;0.912184892
457;Mung bean;Haricot mungo;bean-mung, bean-moong;haricot-mung, haricot-moong;Legume;Légumineuse;Mung bean;Haricot mungo;0.835599971
458;Climbing bean;Haricot grimpant;bean-climbing;haricot grimpant;Legume;Légumineuse;Climbing bean;Haricot grimpant;0.920446731
459;Muscadine grape;Raisin muscadine;grape-muscadine;raisin-muscadine;Fruit;Fruit;Muscadine grape;Raisin muscadine;1.704345934
460;Bayberry;Myrtille;bayberry;baie de laurier;Fruit;Fruit;Bayberry;Myrtille;1.672442407
461;Elliott's blueberry;Myrtille d'Elliott;blueberry-elliot;myrtille-elliot;Fruit;Fruit;Elliott's blueberry;Myrtille d'Elliott;0.721206195
462;Canada blueberry;Myrtille du Canada;blueberry-canada;myrtille-canada;Fruit;Fruit;Canada blueberry;Myrtille du Canada;0.991044179
